city,address,new,rooms,square,floor,floors,price,Пермь,Березники,Оханск,Чайковский,д. Кондратово,остальные
Пермь,"р-н Индустриальный, мкр. Ераничи, проспект Декабристов, 37",0,0,18.1,6,9,1820000.0,1,0,0,0,0,0
остальные,"пос. Железнодорожный, улица 35 лет Победы, 4",0,2,51.0,3,5,1840000.0,0,0,0,0,0,1
Березники,"улица Свободы, 16",0,1,36.5,1,5,1800000.0,0,1,0,0,0,0
Березники,"улица Ивана Дощеникова, 22",0,1,34.9,9,9,1840000.0,0,1,0,0,0,0
Александровск,"Яйва пгт, Юбилейная улица, 7",0,2,61.2,5,5,1800000.0,0,0,0,0,0,0
Оханск,"улица Винокурова, 30",0,3,63.1,5,5,1800000.0,0,0,1,0,0,0
Оханск,"улица Подвойского, 84",0,3,62.2,4,5,1800000.0,0,0,1,0,0,0
Березники,"Советский проспект, 58",0,1,30.1,1,4,1850000.0,0,1,0,0,0,0
Березники,"Юбилейная улица, 62",0,1,30.8,3,5,1850000.0,0,1,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, улица Аркадия Гайдара, 8",0,1,30.0,1,5,3200000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Ераничи, проспект Декабристов, 37",0,0,17.0,9,9,1910000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Громовский, Краснофлотская улица, 32",0,0,19.0,5,5,1890000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Парковый, Подлесная улица, 17",0,0,13.2,4,9,1540000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, Екатерининская улица, 134",0,0,16.5,7,9,1850000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Комсомольский, улица Машинистов, 49",0,0,17.8,3,6,1750000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, бульвар Гагарина, 38",0,0,12.0,4,9,1700000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Краснова, Серебрянский проезд, 17",0,0,12.6,5,5,1550000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Мира, 30",0,0,19.7,4,5,2350000.0,1,0,0,0,0,0
